Name,Description,Website,Theme,Focus Area,Opportunity Space,Play,Business Model Option,Friction Point,Business Model,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Relevance,Inc. Compass,Hero,Investors,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result
Rhino,"SaaS-driven security deposit insurance platform for renters. It offers policyholders with rental agreement on the basis of insurance, allows renters to pay a monthly fee, and landlords to receive security. The company offers insurance on subscription-based billing plans and also offers a lease guaranty for renters.",https://www.sayrhino.com,Finance​,Financing,(6) Insuring the many businesses,,,,,,2016,0,United States of America,North America,Yes,Series C,"$172,695,489.00",,Mature,Ritik,,TRUE,FALSE,,0.7,0.3,1,0,0.7,0.7,,0,0.7,Mature
SPEEDHOME,"Provider of apartment rental platform for tenants and landlords. Provides tenants deposit free rentals and insurance for landlords from any damage to their properties. Offers background checks, digital tenancy agreements, landlord protection, and more.",https://speedhome.com,Finance​,Financing,(6) Insuring the many businesses,,,,,,2019,0,Malaysia,Asia,Yes,Series A,"$3,481,671.00",,Emerging,Ritik,,TRUE,FALSE,,0.5,0.3,1,0,0.4,0.7,,0,0.43,Emerging
Homee,Online marketplace to book on-demand home service professionals. The platform enables users to register and raise a job request. Users will receive quotes from the verified professions. Users can compare and book the professionals of their choice. Home service providers can register by providing the necessary information online. Its mobile app is available for Android and iOS devices.,https://www.homee.com,Finance​,Financing,(6) Insuring the many businesses,,,,,,2016,0,United States of America,North America,Yes,Series B,"$45,800,000.00",,Emerging,Ritik,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Garantme,"Garantme is a rental guarantee & landlord insurance provider. Offers an insurance policy that allows it to act as the guarantor of tenants. The landlord's rental income is guaranteed for up to € 36,000. Digitalizes the entire life of the contract, from subscription, management, to damage declaration. Focuses on international students requiring accomodations.",https://garantme.fr/en,Finance​,Financing,(6) Insuring the many businesses,,,,,,2017,0,France,Europe,Yes,Series A,"$4,746,080.00",,Emerging,Ritik,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Gravyty,"Gravyty is a donor analytics platform that helps non-profit organizations to build better relationships with their donors. The platform is a predictive analytics that helps nonprofit organizations to focus on donor retention strategies. Some of the partners include Causemo, Donorly, and DonorTrends amongst others.",https://gravyty.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2016,27,United States of America,North America,Yes,Series B,"$23,764,565.00",,Emerging,Ritik,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Causemo,"Causemo offers a fundraising solution through its micro-donation platform and cause-based social network. Causemo matches the more than 4 billion people online to causes within their favorite apps and sites, making it easier to learn about, donate to, and champion a cause.",http://causemo.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2013,0,United States of America,North America,Yes,Acquired,"$11,046,505.00",,Mature,Ritik,,TRUE,FALSE,,1,0.3,1,0,1,0.7,,0,1,Mature
Sustainably,Sustainably is a donation-based fundraising platform for charities. The platform is used to collect micro-donations by rounding-up everyday purchases at shops and events and transfer the amount directly to charities. It is also used by the business for corporate social responsibility and it matches employees to the causes and nonprofits. The application can be accessed on iOS and Android devices.,https://www.sustainably.co/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2015,0,United Kingdom,Europe,Yes,Seed,"$42,014.00",,Emerging,Ritik,,TRUE,FALSE,,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
OnePlanetCrowd,"OnePlanetCrowd is a Netherlands-based crowdfunding platform that supports donation, rewards as well as debt crowdfunding campaigns. The company charges a publishing fee of €200 plus 1% of the funding goal. Upon the completion of the project it charges a success fee of 7% of the total amount raised.",https://www.oneplanetcrowd.com/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2012,0,Netherlands,Europe,Yes,Seed,"$1,162,610.00",,Emerging,Ritik,,TRUE,FALSE,,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
RentRedi,"Provider of a SaaS-driven tech-first rental agency. The company's solution enables users to submit/accept rental applications, create leases, screen tenants, pay rents online, raise maintenance issues, generate notifications for maintenance, and more. Its app is available for iOS and Android phones.",https://rentredi.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2016,0,United States of America,North America,Yes,Series A,"$5,000,000.00",,Emerging,Glaiza,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Onerent,"Onerent is a provider of solutions and services for managing rental residential real estate operating in the USA. The company was established as an online listing platform for rental residential properties in 2014, it pivoted and relaunched operations in 2016 to provide technology powered service for rental leasing and management. It enables property owners to register on its platform and opt for either the leasing only or the full property management services. Under the leasing only service option, the company creates a listing for the property, publishes it across multiple platforms, screen tenants and helps in closing the deal. These services are available for 50% commission of tenant placement fee. Under the full property management offering, the company includes an automated online collection of rent, maintenance of the property through licensed vendors, periodic inspection of the property and more. These services are available for 50% of tenant placement fee + a monthly recurring charge of $100.",http://onerent.co,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,0,United States of America,North America,Yes,Series B,"$13,435,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Belong,"Online home rental listing platform for residential properties. The platform enables users to browse through the listings, select and view the property of their choice. Property owners can list their properties by providing necessary information such as locations, pictures, area, and more.",https://belonghome.com,Space Management​,Space Design & Management​,,,,,,,2018,0,United States of America,North America,,Series C,,,Emerging,,,FALSE,FALSE,,0.5,0.3,1,0,0.7,0.7,,0,0.64,Emerging
Spaceti,"SaaS & IoT-enabled solution for building management solution. The solution consists of sensors, a web-based dashboard, and a companion mobile application. The sensor monitors multiple parameters such as chair occupancy, space utilization of floors, locations of assets, environmental parameters such as CO2, humidity, TVOC vacant parking spots, etc.",https://www.spaceti.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2016,0,Czech Republic,Europe,Yes,Series A,"$4,091,873.00",,Emerging,Glaiza,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Sapient Industries,"Provider of AI-driven energy management system. The system is a combination of smart outlets and smart power strips which run on a cloud-based machine learning platform. The software tools provide building power usage stats, with disaggregation based on devices, and automatically eliminates sources of energy wastage. The hardware products include a cloud-based smart outlet and power strip, which can be controlled via a web application.",https://www.sapient.industries/,Space Management​,Space Design & Management​,Other,,,,,,2018,0,United States of America,North America,Yes,Series A,"$21,370,000.00",,Emerging,Andrea,High,FALSE,FALSE,,0.5,0.3,1,0,0.4,0.7,,0,0.43,Emerging
PassiveLogic,"PassiveLogic provides a platform to automate the lifecycle of a smart building. Products include Hive controller, Cell Modules and Swarm Sensors that use artificial intelligence, IoT and digital twin technology to provide control of the building. Claims to help in the energy efficiency and operational costs of the building. The target audience includes owners, architects, engineers, builders, HVACs, installers, ESCOs, and utilities.",http://passive-logic.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,0,United States of America,North America,Yes,Series A,"$16,000,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Prizeo,Prizeo is a platform for influencers to raise money and awareness for their chosen causes with prize-based fan campaigns.,https://www.prizeo.com/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2012,0,United States of America,North America,Yes,Acquired,"$2,500,000.00",,Mature,Ritik,,TRUE,FALSE,,1,0.3,1,0,1,0.7,,0,1,Mature
Latchel,"Provider of maintenance management software for owners and property managers. The company offers an online maintenance portal for property owners/managers to keep track of the ongoing maintenance requests. Tenants are also provided with a dedicated line where they can raise on-demand maintenance requests via phone calls/texts. If the request is deemed to be an emergency, the company also dispatches a partnered maintenance professional to get it resolved.",https://latchel.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2016,0,United States of America,North America,Yes,Series B,"$24,396,561.00",,Emerging,Glaiza,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Home.ht,"Home.ht provides SaaS-based property management solution to the real estate industry in Germany. Using the platform a user can master data and manage lease, import contracts and invoices per photo, feed utilities directly from the provider, automatically send letters, communicate with clients, provide documents for owners, collect rent by direct debit. The company offers web as well as a mobile platform.",https://www.home.ht/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2016,0,Haiti,North America,Yes,Series A,"$15,739,580.00",,Emerging,Glaiza,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
GiveCampus,"GiveCampus is a crowdfunding platform that lets people donate money to higher education institution of their choice. GiveCampus model blends crowdfunding platform with a peer to peer fundraising and social network aspect that allows users to directly appeal to fellow alums for joining them in donating to their institutions. Alumni, students, parents, friends, faculty or staff can create a campaign for a cause they care about, at their school of choice. Campaigns on the site range from projects raising funds for class gifts to projects looking to create new scholarships. There are no fees to create and launch a campaign, and the school directly receives 100% of the money raised. It follows ""all or nothing"" fundraising model. It is backed by Y Combinator.",https://www.givecampus.com/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2014,0,United States of America,North America,,Seed,,,Emerging,Xavier,,TRUE,FALSE,,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
Gated,Provider of an email inbox cleaner. It offers a web-based platform that integrates with existing email accounts. It asks unknown senders to donate to charity to reach the user. It organizes a mailbox to filter important emails. Users can select any charitable organization for the donation to go.,https://www.gated.com/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2020,0,United States of America,North America,Yes,Seed,"$3,500,000.00",,Nascent,Ritik,,TRUE,FALSE,,0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
IRaiser,"iRaiser is a provider of the white-label solution. Their product portfolio includes white-label payment platform, a crowdfunding platform, P2P fundraising platform, and marketing automation. The platform charges 250€ per month for crowdfunding platform. Fundraisers can create custom branded crowdfunding projects using the solution. The platform provides the performance data and multi-currency solution.",http://iraiser.eu,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2012,0,France,Europe,Yes,Series A,"$3,389,720.00",,Emerging,Ritik,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
LeaseLock,"AI-driven security deposit replacement solution for renters. It offers renters to pay a one-time fee to get approved and benefited by securing lease approval to an apartment. It provides guarantee service to landlords and pays the rent monthly in case of tenant defaults on payment. The company's clientele includes Greystar, TRG, and ColRich among others.",https://leaselock.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2012,0,United States of America,North America,Yes,Series B,"$73,162,182.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Seyo,Seyo provides a platform to synchronize a robotic fleet for various industries such as mining and others. It enables robots and AGVs for organizing and safely optimizing tasks in real-time without the internet. It creates a logical sequence that is not time-based for machines to work off the grid.,https://www.seyo.io/,Transport & Logistics ,Logistics​,Other,,,,,,2018,0,United Kingdom,Europe,Yes,Seed,"$2,119,810.00",,Nascent,Xavier,,FALSE,FALSE,"CapitalT
 SuperSeed
 Entrepreneur First
 Plug and Play Tech Center
 Supply Chain Ventures
 7percent Ventures
 Ascension",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Wishberry,"Wishberry is a reward-based crowdfunding platform. It allows users to make investments in multiple sectors including technology, social, creative, among others. Users can fund multiple projects and avail rewards in the form of merchandise, recognition, among others. It also provides crowdfunding consulting and campaign management solutions to businesses.",https://www.wishberry.in,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2012,0,India,Asia,Yes,Series A,"$2,912,744.00",,Emerging,Ritik,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Fundraise Up,"Fundraise Up is an AI-assisted fundraising solution for nonprofits. The solution uses AI to suggest donation amounts based on the user's donation history, location, website, and pages visited. Offers multiple payment options including Apple Pay, Google Pay, credit cards, ACH transfer, and PayPal. Allows the donors to send customized thank you messages and automated donation receipts via emails.",https://fundraiseup.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2017,0,United States of America,North America,Yes,Series A,"$11,994,393.00",,Emerging,Ritik,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
RaiseNow,RaiseNow offers campaign management solutions for crowdfunding platforms. It supports fundraisers to grow their online fundraising from mobile phone apps for peer-to-peer event fundraising and donation forms. It integrates email and social media channels with CRM for fundraising and donor analytics.,https://www.raisenow.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2013,0,Switzerland,Europe,Yes,Series A,"$6,000,000.00",,Emerging,Ritik,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Anyone Home,"SaaS-driven CRM platform for the real estate industry. Allows businesses to capture and qualify leads, and allows businesses to manage leads, agent schedules, tasks, service requests, and messages. Offers a solution for prospective renters to tour a property without the agent being present with authentication being done using the renter's payments card.",https://anyonehome.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,0,United States of America,North America,Yes,Series B,"$18,064,011.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Thundafund,"Thundafund is South Africa- based crowdfunding platform for entrepreneurs with creative and innovative ideas. It is a rewards based crowdfunding platform and follows 'all or nothing' fundraising model. Rewards may include retail items, recognition, experience, exclusive access. It charges 5% fee from certified NGOs and 7% from individuals and organisations.",https://thundafund.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2013,,South Africa,Africa,No,Unfunded,$0.00,,Nascent,Andrea,High,TRUE,TRUE,,1,0.3,,0,0,0.7,,0,0.3,Nascent
Fraction,"App-based asset tokenization and fractional investing platform. The platform lets users take assets from initial offering through to secondary market trading completely digitally. It lets users digitize and fractionalize assets through proprietary legal structuring, software, and easy to use platform powered by blockchain, and then offer up these fractions to investors who can now invest in asset classes. The app is available on iOS platforms.",https://fraction.co,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2018,0,China,Asia,Yes,Seed,"$3,000,000.00",,Nascent,Ritik,,TRUE,FALSE,,0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
NASDEX,"Decentralized exchange and trading platform for tokens and cryptocurrencies. It enables users to trade tokenized equities on the blockchain via minting and trading mechanism. Its features are portfolio management, portfolio allocation, and more.",https://www.nasdex.xyz/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2021,0,Singapore,Asia,Yes,Seed,"$1,100,000.00",,Nascent,Ritik,,TRUE,FALSE,,0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Pianity,"NFT-based trading platform for music. It offers solutions for buying, selling, creating, collecting digital artworks. It provides a new way for artists to express their art and connect with their fans. It also earns recurring revenue every time your cards are traded.",https://pianity.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2021,0,France,Europe,Yes,Seed,"$6,500,000.00",,Nascent,Ritik,,TRUE,FALSE,,0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Texture Capital,"Blockchain-based fundraising platform for real estate companies. It helps companies raise capital and connect investors with opportunities. It also supports the issuance of private placement digital securities and secondary market liquidity via an alternative trading system. The platform facilitates interactions between companies, funds & investors, aggregates private market liquidity and automates administrative and compliance requirements around transactions and ongoing shareholder engagement.",https://www.texture.capital/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2018,0,United States of America,North America,Yes,Seed,"$1,000,000.00",,Nascent,Ritik,,TRUE,FALSE,,0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Banksea,"P2P asset-backed lending platform for NFTs. It features solutions for node deployment, reliable risk control, multi-chain deployment, and whitelist expansion. It offers deposits & withdraws funds and also provides security for pool funds.",https://banksea.finance,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2021,0,Singapore,Asia,,Seed,,,Nascent,Xavier,,TRUE,TRUE,,0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Gojo,Microcredit for individuals and businesses,https://gojo.co,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2014,0,Japan,Asia,Yes,Series D,"$83,821,400.00",,Mature,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Indifi,"Indifi is an online platform for business loans. It offers loans such as working capital, invoice financing, line of credit, merchant cash advance, and more. It provides loans to industries including hotels, restaurants, travel, e-commerce, and more. Loan is provided on the basis of bank statements and credit scores.",https://www.capitaltrust.in/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2015,,India,Asia,Yes,Series D,"$62,060,590.00",,Mature,Andrea,High,TRUE,FALSE,,1,0.3,,0,0.7,0.7,,0,0.79,Mature
Visual Lease,"SaaS-driven facility & lease management software for the real estate industry. It enables companies to control, report, track, and manage owned and leased real estate and make decisions on leases and related information.",https://visuallease.com,Space Management​,Space Design & Management​,,,,,,,1995,0,United States of America,North America,Yes,,"$40,000,000.00",,Not Complete,,,FALSE,FALSE,,1,0.3,1,0,,0.7,,0,0.3,Not Complete
Houzy,"Houzy is a company that provides construction management services for residential properties. Users can send photos and provide other information related to their property to obtain reports and valuation. It provides advice on the type of property to buy, market trends, renovating a property and more. It also assists its clients in obtaining certified workers.",https://www.houzy.ch/,Space Management​,Space Design & Management​,,,,,,,2017,0,Switzerland,Europe,,Series A,,,Emerging,,,FALSE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Billie,"Billie is an online marketplace for invoice factoring. It connects businesses with different lenders in order to finance invoices. Loan is provided on the basis of credit scores, loan terms, and more. It offers a dashboard for invoice management and transaction monitoring.",https://agoramicrofinance.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2017,0,Germany,Europe,Yes,Series C,"$149,493,490.00",,Mature,Andrea,High,TRUE,TRUE,,0.7,0.3,1,0,0.7,0.7,,0,0.7,Mature
Casavi,"SaaS-based platform to connect residents with real estate professionals. It provides property managers/owners a portal to present all the information and services to prospective tenants/customers. It also includes features like document management, customer feedback, management of multiple properties, process management, and more. Additionally, it also provides a noticeboard for enabling social networking among residents to exchange message and offers.",https://casavi.de,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2015,0,Germany,Europe,Yes,Series B,"$22,535,900.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Logical Buildings,"Provider of AI and app-based building energy monitoring & analytics solutions. It provides data-driven insights into building operations by the installation of real-time interval meters, IoT sensors, and load control devices which are connected to its proprietary energy and operations management software platform. Other services include remote controls, lighting, battery storage, cogeneration, and more. Its app is available for Android devices.",https://logicalbuildings.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2012,0,United States of America,North America,Yes,Series D,"$13,500,000.00",,Mature,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
MyTraffic,"Cloud-based market intelligence solution. The solutions enable users to specify a commercial location to obtain all traffic-related data of that place. It also enables commercial real estate investors and agents to analyze the pedestrian flow map of the area, target relevant locations, improve the performance of a store, and more.",https://www.mytraffic.io/en/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2015,0,France,Europe,Yes,Series A,"$11,720,700.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
NestEgg,"SaaS-driven property & maintenance management solution for landlords. The solution enables users to manage their properties with features such as maintenance tracking & management, feedback management, payments processing, and more. The platform allows the landlord to submit maintenance issues, review, book, and pay for the solution and track the status. The mobile app is available for download on android and iOS devices.",https://nestegg.rent,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2017,0,United States of America,North America,Yes,Series A,"$11,000,000.00",,Emerging,Glaiza,,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
ApplePie Capital,"Online lending marketplace for franchise loans. It offers multiple loan products including growth capital, conventional loans, SBA loans, equipment financing, and more. It provides financing for opening new units, remodelling existing units, refinancing existing debt, acquiring existing units, and more. It also provides liquidity for the franchisees and provides a growth plan that supports the development schedule.",http://www.mfil.net/edu/,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2014,0,United States of America,North America,Yes,Series C,"$45,314,614.00",,Mature,Andrea,High,TRUE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
1Valet,"SaaS-based community management solution for residential properties. The platform provides integrated smart building technologies and on-demand home services for all stakeholders including builders, property managers, and residents, entry management systems, concierge services, building control management, remote monitoring, and more. The company also offers a '1VALET resident app' for personalized connection with the community.",https://1valet.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,0,Canada,North America,Yes,Series A,"$9,163,230.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Block Renovation,"Provider of renovation services for bathrooms & kitchens. Users can describe their project & receive quotes for the design of their choice post the consultation. It also offers an all-in-one package inclusive of raw materials, designs, labor, and architectural designs.",https://www.blockrenovation.com,Space Management​,Space Design & Management​,Other,,,,,,2017,0,United States of America,North America,Yes,Series C,"$109,440,599.00",,Mature,Xavier,,FALSE,FALSE,,0.7,0.3,1,0,0.7,0.7,,0,0.7,Mature
ViaBot,"Manufacturer of automatic sweeping robots for commercial applications. Its offering includes robotic sweepers with features such as automatic navigation, sweeping service scheduling, and object detection. It uses RTK GPS, computer vision, and Lidar technologies. It is applicable to airports, hotels, and parking areas.",https://www.viabot.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2015,0,United States of America,North America,Yes,Series A,"$6,100,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Paintzen,"PaintZen is an online e-commerce platform for booking, scheduling, and paying for home and office painters. Customers can customize their paint jobs to fit their personalized needs. Insured, background-checked painters. Company gives quotes for jobs itself",https://www.paintzen.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,0,United States of America,North America,Yes,Series A,"$12,236,768.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Domuso,"Domuso provides payment solutions for property managers. Its features include customer onboarding, scanning checks, point-of-sale financing options for renters, and more. It facilitates payments via bank transfers, credit/debit cards, and more. It also provides chargeback management solutions.",https://www.domuso.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,23,United States of America,North America,Yes,Series A,"$5,800,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
SkenarioLabs,"Online business intelligence tool for real estate properties. Offers digitalization of the property portfolio of a real estate firm and helps visualize the performance attributes of real estate properties. It helps gather insights on maintenance needs, property performance, lifecycle costs, real estate income, and more. It provides data-driven solutions to the properties and helps users to invest and get profit on the ROI.",https://www.skenariolabs.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2015,0,Finland,Europe,Yes,Series A,"$3,300,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
LocateAI,"StreamLine provides an analytics platform that helps real estate developers, investors, and retailers evaluate the potential of a location/plot by utilizing artificial intelligence techniques. Enables users to estimate market potential, forecast revenue potential, evaluate cannibalization rate, and visualize other key data involved in the decision-making process.",https://www.locate.ai/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,7,United States of America,North America,Yes,Series A,"$8,833,267.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Hightower,"Hightower provides a mobile technology platform that allows landlords, investors and their brokers to collaborate on deals in real time, track important documents and information, and view real-time analytics all from the smartphone in your pocket. Investors comprise some of the most prominent names in commercial real estate, entrepreneurship and venture capital including: Thrive Capital, Bessemer Venture Partners, David Tisch (Boxgroup), Aaron Levie (Box.com). The company has merged with View the space (VTS) in a $300 Million all stock deal in November 2016.",http://gethightower.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,0,United States of America,North America,Yes,Series B,"$21,660,005.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Zen Ecosystems,"Zen Ecosystems provides intelligent energy management systems and smart thermostats to reduce energy bills. Zen Thermostat™ is compatible with leading connected home platforms and uses Zigbee protocol to communicate with home automation hub. Zen HQ connects Zen Thermostat and lighting controls in a simple, wireless energy management system optimized for cost reduction and control over HVAC, lighting and refrigeration costs across multi-site operations.",https://zenecosystems.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,0,United States of America,North America,Yes,Series A,"$8,302,840.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Knock CRM,"SaaS-driven CRM software for agents, brokers, and property managers. It facilitates marketing and attribution, sales, leasing, retention service, predictive business intelligence, reduces technology spend, improves marketing spend, increases team productivity, and improves economic occupation.",https://www.knockcrm.com/home,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,97,United States of America,North America,Yes,Series C,"$47,000,000.00",,Mature,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
HomePortfolio,HomePortfolio is an online content-driven marketplace platform for house remodeling & design. It provides articles & ideas for home design and connects homeowners with professional interior designers.,http://homeportfolio.com,Space Management​,Space Design & Management​,,,,,,,1998,0,United States of America,North America,Yes,Series C,"$71,500,000.00",,Mature,,,FALSE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Canopy Lawn Care,"Canopy is a home services company offering home exterior maintenance services. Service offerings include lawn maintenance, fertilization and weed control, mosquito management, mulch, pine straw installations, aeration and overseeding. Also offers bundled service packages starting at $199 per month.",https://www.canopylawncare.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,0,United States of America,North America,Yes,Series A,"$4,419,518.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
SiteZeus,"SiteZeus provides in site selection driven by engineered big data systems and unparalleled real estate services. SiteZeus is establishing the science and art behind a powerfully accurate site selection process for emerging and established brands through a state of the art web based technology. SiteZeus is designed to offer brokers, consultants and retail concepts a turnkey, cloud hosted/internet platform that combines big data science, proprietary algorithms and data visualization to achieve Predictive Intelligence and Analytics by combining Big Data science with Proprietary Geo-Spatial algorithms to provide site specific performance forecasting.",https://sitezeus.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2013,26,United States of America,North America,Yes,Series A,"$4,150,000.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
SellersFunding,"SellersFunding is an online business loan platform for e-commerce sellers. It offers term loans, revenue-based funding, working capital, and more. Incorporated businesses can apply for loans on the platform. It provides a wallet for receiving funds, prepaid cards for corporate expenses, and more.",https://mikrofin.com,Finance​,Financing,(7) Joining the growth journey of the many,,,,,,2017,0,United States of America,North America,Yes,Series A,"$166,500,000.00",,Emerging,Andrea,High,TRUE,FALSE,,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
